0.00.318.843 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.01.424.319 I srv    load_model: loading model '/home/mark/AI/Models/Qwen 3.6/27B/Qwen3.6-27B-Q4_K_M.gguf'
0.39.896.873 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 8192, kv_unified = 'true'
0.39.933.382 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.39.933.439 I srv  llama_server: model loaded
0.39.933.447 I srv  llama_server: listening on http://0.0.0.0:8091
0.40.019.200 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
19.18.880.863 I slot      release: id  2 | task 9295 | stop processing: n_tokens = 535, truncated = 0
19.18.924.748 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.925
19.18.925.225 I slot launch_slot_: id  2 | task 9338 | processing task, is_child = 0
19.23.457.021 I slot print_timing: id  2 | task 9338 | prompt eval time =    1014.92 ms /    26 tokens (   39.04 ms per token,    25.62 tokens per second)
19.23.457.029 I slot print_timing: id  2 | task 9338 |        eval time =    3516.82 ms /    41 tokens (   85.78 ms per token,    11.66 tokens per second)
19.23.457.030 I slot print_timing: id  2 | task 9338 |       total time =    4531.74 ms /    67 tokens
19.23.459.284 I slot print_timing: id  2 | task 9338 |    graphs reused =       8620
19.23.459.390 I slot      release: id  2 | task 9338 | stop processing: n_tokens = 535, truncated = 0
19.23.503.573 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.925
19.23.504.062 I slot launch_slot_: id  2 | task 9381 | processing task, is_child = 0
19.28.082.603 I slot print_timing: id  2 | task 9381 | prompt eval time =    1031.98 ms /    26 tokens (   39.69 ms per token,    25.19 tokens per second)
19.28.082.611 I slot print_timing: id  2 | task 9381 |        eval time =    3546.50 ms /    41 tokens (   86.50 ms per token,    11.56 tokens per second)
19.28.082.612 I slot print_timing: id  2 | task 9381 |       total time =    4578.48 ms /    67 tokens
19.28.082.614 I slot print_timing: id  2 | task 9381 |    graphs reused =       8659
19.28.082.706 I slot      release: id  2 | task 9381 | stop processing: n_tokens = 535, truncated = 0
19.28.127.227 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.925
19.28.127.722 I slot launch_slot_: id  2 | task 9424 | processing task, is_child = 0
19.32.675.480 I slot print_timing: id  2 | task 9424 | prompt eval time =    1034.14 ms /    26 tokens (   39.77 ms per token,    25.14 tokens per second)
19.32.675.489 I slot print_timing: id  2 | task 9424 |        eval time =    3513.56 ms /    41 tokens (   85.70 ms per token,    11.67 tokens per second)
19.32.675.491 I slot print_timing: id  2 | task 9424 |       total time =    4547.70 ms /    67 tokens
19.32.675.492 I slot print_timing: id  2 | task 9424 |    graphs reused =       8698
19.32.678.058 I slot      release: id  2 | task 9424 | stop processing: n_tokens = 535, truncated = 0
19.32.717.548 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.925
19.32.718.025 I slot launch_slot_: id  2 | task 9467 | processing task, is_child = 0
19.37.247.660 I slot print_timing: id  2 | task 9467 | prompt eval time =    1031.41 ms /    26 tokens (   39.67 ms per token,    25.21 tokens per second)
19.37.247.668 I slot print_timing: id  2 | task 9467 |        eval time =    3498.16 ms /    41 tokens (   85.32 ms per token,    11.72 tokens per second)
19.37.247.670 I slot print_timing: id  2 | task 9467 |       total time =    4529.57 ms /    67 tokens
19.37.247.671 I slot print_timing: id  2 | task 9467 |    graphs reused =       8737
19.37.247.770 I slot      release: id  2 | task 9467 | stop processing: n_tokens = 535, truncated = 0
19.37.290.647 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.946 (> 0.100 thold), f_keep = 0.884
19.37.291.200 I slot launch_slot_: id  2 | task 9510 | processing task, is_child = 0
19.42.508.998 I slot print_timing: id  2 | task 9510 | prompt eval time =    1016.58 ms /    31 tokens (   32.79 ms per token,    30.49 tokens per second)
19.42.509.006 I slot print_timing: id  2 | task 9510 |        eval time =    4201.15 ms /    49 tokens (   85.74 ms per token,    11.66 tokens per second)
19.42.509.007 I slot print_timing: id  2 | task 9510 |       total time =    5217.73 ms /    80 tokens
19.42.509.008 I slot print_timing: id  2 | task 9510 |    graphs reused =       8784
19.42.509.347 I slot      release: id  2 | task 9510 | stop processing: n_tokens = 548, truncated = 0
19.42.552.269 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.912
19.42.552.771 I slot launch_slot_: id  2 | task 9561 | processing task, is_child = 0
19.47.772.955 I slot print_timing: id  2 | task 9561 | prompt eval time =    1018.90 ms /    31 tokens (   32.87 ms per token,    30.42 tokens per second)
19.47.772.962 I slot print_timing: id  2 | task 9561 |        eval time =    4201.22 ms /    49 tokens (   85.74 ms per token,    11.66 tokens per second)
19.47.772.964 I slot print_timing: id  2 | task 9561 |       total time =    5220.12 ms /    80 tokens
19.47.772.965 I slot print_timing: id  2 | task 9561 |    graphs reused =       8831
19.47.773.063 I slot      release: id  2 | task 9561 | stop processing: n_tokens = 548, truncated = 0
19.47.813.715 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.912
19.47.814.202 I slot launch_slot_: id  2 | task 9612 | processing task, is_child = 0
19.53.027.723 I slot print_timing: id  2 | task 9612 | prompt eval time =    1017.04 ms /    31 tokens (   32.81 ms per token,    30.48 tokens per second)
19.53.027.732 I slot print_timing: id  2 | task 9612 |        eval time =    4196.43 ms /    49 tokens (   85.64 ms per token,    11.68 tokens per second)
19.53.027.733 I slot print_timing: id  2 | task 9612 |       total time =    5213.46 ms /    80 tokens
19.53.027.735 I slot print_timing: id  2 | task 9612 |    graphs reused =       8878
19.53.027.827 I slot      release: id  2 | task 9612 | stop processing: n_tokens = 548, truncated = 0
19.53.066.465 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.912
19.53.066.952 I slot launch_slot_: id  2 | task 9663 | processing task, is_child = 0
19.58.303.852 I slot print_timing: id  2 | task 9663 | prompt eval time =    1039.42 ms /    31 tokens (   33.53 ms per token,    29.82 tokens per second)
19.58.303.860 I slot print_timing: id  2 | task 9663 |        eval time =    4197.42 ms /    49 tokens (   85.66 ms per token,    11.67 tokens per second)
19.58.303.862 I slot print_timing: id  2 | task 9663 |       total time =    5236.83 ms /    80 tokens
19.58.303.863 I slot print_timing: id  2 | task 9663 |    graphs reused =       8925
19.58.303.971 I slot      release: id  2 | task 9663 | stop processing: n_tokens = 548, truncated = 0
19.58.346.860 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.912
19.58.347.341 I slot launch_slot_: id  2 | task 9714 | processing task, is_child = 0
20.03.611.010 I slot print_timing: id  2 | task 9714 | prompt eval time =    1067.01 ms /    31 tokens (   34.42 ms per token,    29.05 tokens per second)
20.03.611.017 I slot print_timing: id  2 | task 9714 |        eval time =    4196.61 ms /    49 tokens (   85.65 ms per token,    11.68 tokens per second)
20.03.611.019 I slot print_timing: id  2 | task 9714 |       total time =    5263.61 ms /    80 tokens
20.03.611.020 I slot print_timing: id  2 | task 9714 |    graphs reused =       8972
20.03.611.110 I slot      release: id  2 | task 9714 | stop processing: n_tokens = 548, truncated = 0
20.03.652.825 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 178093898424
20.04.207.473 I slot launch_slot_: id  1 | task 9765 | processing task, is_child = 0
20.15.569.463 I slot print_timing: id  1 | task 9765 | prompt eval time =    1127.12 ms /    23 tokens (   49.01 ms per token,    20.41 tokens per second)
20.15.569.471 I slot print_timing: id  1 | task 9765 |        eval time =    3637.54 ms /    42 tokens (   86.61 ms per token,    11.55 tokens per second)
20.15.569.473 I slot print_timing: id  1 | task 9765 |       total time =    4764.66 ms /    65 tokens
20.15.569.474 I slot print_timing: id  1 | task 9765 |    graphs reused =       9012
20.15.570.854 I slot      release: id  1 | task 9765 | stop processing: n_tokens = 531, truncated = 0
20.15.611.792 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.923
20.15.612.220 I slot launch_slot_: id  1 | task 9809 | processing task, is_child = 0
20.20.296.801 I slot print_timing: id  1 | task 9809 | prompt eval time =    1080.92 ms /    23 tokens (   47.00 ms per token,    21.28 tokens per second)
20.20.296.809 I slot print_timing: id  1 | task 9809 |        eval time =    3603.61 ms /    42 tokens (   85.80 ms per token,    11.65 tokens per second)
20.20.296.811 I slot print_timing: id  1 | task 9809 |       total time =    4684.52 ms /    65 tokens
20.20.296.813 I slot print_timing: id  1 | task 9809 |    graphs reused =       9052
20.20.296.898 I slot      release: id  1 | task 9809 | stop processing: n_tokens = 531, truncated = 0
20.20.336.581 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.923
20.20.337.158 I slot launch_slot_: id  1 | task 9853 | processing task, is_child = 0
20.24.979.275 I slot print_timing: id  1 | task 9853 | prompt eval time =    1056.29 ms /    23 tokens (   45.93 ms per token,    21.77 tokens per second)
20.24.979.282 I slot print_timing: id  1 | task 9853 |        eval time =    3585.76 ms /    42 tokens (   85.38 ms per token,    11.71 tokens per second)
20.24.981.764 I slot print_timing: id  1 | task 9853 |       total time =    4642.05 ms /    65 tokens
20.24.981.771 I slot print_timing: id  1 | task 9853 |    graphs reused =       9092
20.24.982.133 I slot      release: id  1 | task 9853 | stop processing: n_tokens = 531, truncated = 0
20.25.029.320 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.923
20.25.029.738 I slot launch_slot_: id  1 | task 9897 | processing task, is_child = 0
20.29.666.825 I slot print_timing: id  1 | task 9897 | prompt eval time =    1051.52 ms /    23 tokens (   45.72 ms per token,    21.87 tokens per second)
20.29.666.833 I slot print_timing: id  1 | task 9897 |        eval time =    3585.50 ms /    42 tokens (   85.37 ms per token,    11.71 tokens per second)
20.29.666.834 I slot print_timing: id  1 | task 9897 |       total time =    4637.02 ms /    65 tokens
20.29.666.836 I slot print_timing: id  1 | task 9897 |    graphs reused =       9132
20.29.669.206 I slot      release: id  1 | task 9897 | stop processing: n_tokens = 531, truncated = 0
20.29.703.499 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.923
20.29.703.965 I slot launch_slot_: id  1 | task 9941 | processing task, is_child = 0
20.34.416.658 I slot print_timing: id  1 | task 9941 | prompt eval time =    1127.37 ms /    23 tokens (   49.02 ms per token,    20.40 tokens per second)
20.34.416.667 I slot print_timing: id  1 | task 9941 |        eval time =    3585.27 ms /    42 tokens (   85.36 ms per token,    11.71 tokens per second)
20.34.416.669 I slot print_timing: id  1 | task 9941 |       total time =    4712.64 ms /    65 tokens
20.34.419.013 I slot print_timing: id  1 | task 9941 |    graphs reused =       9172
20.34.419.145 I slot      release: id  1 | task 9941 | stop processing: n_tokens = 531, truncated = 0
20.34.466.750 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 178116119727
20.34.467.359 I slot launch_slot_: id  0 | task 9985 | processing task, is_child = 0
20.34.467.441 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1079.893 MiB)
20.34.562.495 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 4822.297 MiB)
20.53.250.967 I slot print_timing: id  0 | task 9985 | prompt processing, n_tokens =    403, progress = 0.75, t =   3.40 s / 118.56 tokens per second
20.53.919.742 I slot print_timing: id  0 | task 9985 | prompt processing, n_tokens =    504, progress = 0.94, t =   4.07 s / 123.86 tokens per second
20.55.895.688 I slot print_timing: id  0 | task 9985 | prompt processing, n_tokens =    531, progress = 0.99, t =   6.04 s / 87.84 tokens per second
21.01.369.733 I slot print_timing: id  0 | task 9985 | prompt eval time =    6854.58 ms /   535 tokens (   12.81 ms per token,    78.05 tokens per second)
21.01.369.742 I slot print_timing: id  0 | task 9985 |        eval time =    4664.38 ms /    53 tokens (   88.01 ms per token,    11.36 tokens per second)
21.01.369.744 I slot print_timing: id  0 | task 9985 |       total time =   11518.97 ms /   588 tokens
21.01.369.746 I slot print_timing: id  0 | task 9985 |    graphs reused =       9223
21.01.373.712 I slot      release: id  0 | task 9985 | stop processing: n_tokens = 587, truncated = 0
21.01.425.371 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.911
21.01.427.092 I slot launch_slot_: id  0 | task 10042 | processing task, is_child = 0
21.07.060.072 I slot print_timing: id  0 | task 10042 | prompt eval time =    1060.86 ms /    31 tokens (   34.22 ms per token,    29.22 tokens per second)
21.07.060.081 I slot print_timing: id  0 | task 10042 |        eval time =    4572.06 ms /    53 tokens (   86.27 ms per token,    11.59 tokens per second)
21.07.060.083 I slot print_timing: id  0 | task 10042 |       total time =    5632.92 ms /    84 tokens
21.07.060.084 I slot print_timing: id  0 | task 10042 |    graphs reused =       9274
21.07.060.188 I slot      release: id  0 | task 10042 | stop processing: n_tokens = 587, truncated = 0
21.07.109.794 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.911
21.07.110.339 I slot launch_slot_: id  0 | task 10097 | processing task, is_child = 0
21.12.684.880 I slot print_timing: id  0 | task 10097 | prompt eval time =    1040.49 ms /    31 tokens (   33.56 ms per token,    29.79 tokens per second)
21.12.684.888 I slot print_timing: id  0 | task 10097 |        eval time =    4533.98 ms /    53 tokens (   85.55 ms per token,    11.69 tokens per second)
21.12.684.889 I slot print_timing: id  0 | task 10097 |       total time =    5574.48 ms /    84 tokens
21.12.684.891 I slot print_timing: id  0 | task 10097 |    graphs reused =       9325
21.12.684.988 I slot      release: id  0 | task 10097 | stop processing: n_tokens = 587, truncated = 0
21.12.736.779 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.911
21.12.737.287 I slot launch_slot_: id  0 | task 10152 | processing task, is_child = 0
21.18.295.825 I slot print_timing: id  0 | task 10152 | prompt eval time =    1017.78 ms /    31 tokens (   32.83 ms per token,    30.46 tokens per second)
21.18.295.834 I slot print_timing: id  0 | task 10152 |        eval time =    4538.38 ms /    53 tokens (   85.63 ms per token,    11.68 tokens per second)
21.18.295.835 I slot print_timing: id  0 | task 10152 |       total time =    5556.17 ms /    84 tokens
21.18.295.837 I slot print_timing: id  0 | task 10152 |    graphs reused =       9376
21.18.296.151 I slot      release: id  0 | task 10152 | stop processing: n_tokens = 587, truncated = 0
21.18.340.124 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.911
21.18.341.107 I slot launch_slot_: id  0 | task 10207 | processing task, is_child = 0
